age,job,education,default,housing,loan,duration,campaign
35,management,university.degree,no,no,no,296,2
47,admin.,university.degree,no,yes,no,653,5
33,blue-collar,basic.9y,no,no,yes,16,3
56,management,high.school,no,no,no,218,1
31,blue-collar,basic.9y,no,yes,yes,248,1
50,management,university.degree,no,no,no,299,2
46,admin.,university.degree,no,yes,no,165,2
38,technician,basic.4y,no,no,yes,244,2
23,blue-collar,basic.9y,no,no,no,250,4
56,retired,professional.course,no,yes,no,202,5
43,management,university.degree,unknown,yes,no,141,4
26,blue-collar,high.school,no,no,yes,251,2
37,housemaid,professional.course,no,yes,no,60,8
27,technician,professional.course,no,no,no,72,1
39,services,high.school,no,yes,no,1178,3
32,technician,university.degree,no,yes,no,271,2
43,blue-collar,basic.9y,no,yes,no,247,6
33,admin.,university.degree,no,yes,no,289,1
39,blue-collar,professional.course,no,yes,no,72,1
51,management,university.degree,no,yes,no,249,1
47,housemaid,basic.9y,no,no,no,135,1
51,blue-collar,basic.9y,no,yes,no,159,1
36,management,unknown,unknown,yes,no,171,1
29,blue-collar,basic.6y,no,no,no,481,2
61,unknown,basic.4y,no,yes,no,154,1
36,admin.,high.school,no,no,no,197,1
30,blue-collar,high.school,no,yes,no,252,1
38,blue-collar,basic.9y,no,no,no,69,1
58,entrepreneur,basic.4y,no,yes,no,73,1
46,self-employed,basic.6y,unknown,yes,no,32,1
61,retired,basic.4y,no,yes,yes,69,1
26,services,high.school,no,no,yes,676,3
51,blue-collar,basic.9y,no,no,no,279,1
32,services,high.school,no,no,no,244,3
41,entrepreneur,university.degree,unknown,yes,no,239,3
30,management,university.degree,no,yes,no,106,3
34,services,high.school,no,yes,no,15,3
42,unknown,unknown,no,yes,no,48,9
53,technician,unknown,no,no,no,51,2
33,admin.,university.degree,no,no,no,145,2
35,blue-collar,high.school,no,yes,yes,289,3
37,blue-collar,basic.4y,no,yes,no,151,2
31,blue-collar,basic.6y,no,yes,no,253,2
30,admin.,university.degree,no,no,no,294,4
41,blue-collar,basic.9y,no,yes,no,119,3
39,housemaid,basic.4y,no,yes,no,417,1
50,self-employed,professional.course,no,no,no,73,7
25,admin.,professional.course,no,yes,no,114,1
53,admin.,high.school,no,yes,no,50,2
46,management,university.degree,no,yes,no,716,2
34,blue-collar,basic.9y,no,yes,no,26,1
47,unknown,basic.4y,unknown,no,no,94,1
41,admin.,basic.6y,no,no,no,1203,2
59,retired,high.school,no,yes,no,143,2
48,blue-collar,basic.9y,no,yes,no,9,6
48,blue-collar,basic.9y,no,yes,no,36,1
45,admin.,unknown,unknown,no,no,7,14
27,admin.,university.degree,no,no,no,238,4
48,entrepreneur,university.degree,no,yes,no,654,1
57,entrepreneur,professional.course,no,yes,no,157,1
33,admin.,professional.course,no,yes,no,130,2
37,management,university.degree,no,yes,no,158,1
31,services,high.school,unknown,yes,no,170,1
30,technician,university.degree,unknown,yes,no,722,1
53,blue-collar,basic.9y,no,yes,no,609,2
45,blue-collar,basic.4y,no,yes,no,190,1
35,self-employed,high.school,no,no,no,187,3
26,admin.,university.degree,no,no,no,196,1
33,management,university.degree,no,yes,no,113,3
35,admin.,university.degree,no,yes,yes,280,3
35,admin.,university.degree,no,no,yes,65,5
26,admin.,university.degree,no,yes,no,76,2
42,technician,university.degree,no,no,no,161,1
50,blue-collar,basic.6y,no,yes,no,433,1
46,blue-collar,basic.4y,unknown,no,no,152,3
32,blue-collar,basic.9y,no,yes,no,1025,2
45,admin.,high.school,no,no,no,290,1
54,services,high.school,no,no,no,82,1
48,services,high.school,no,no,no,105,3
42,services,professional.course,no,no,no,24,1
36,technician,basic.9y,unknown,yes,no,227,2
21,student,high.school,no,no,no,97,2
23,student,basic.6y,no,no,no,276,1
28,admin.,high.school,no,no,no,154,1
60,retired,high.school,no,unknown,unknown,590,2
36,services,high.school,no,yes,no,66,4
41,technician,professional.course,no,yes,no,307,9
55,management,university.degree,no,yes,yes,345,1
49,technician,unknown,no,unknown,unknown,158,1
30,admin.,university.degree,no,yes,no,121,1
32,technician,university.degree,no,yes,yes,693,5
60,retired,professional.course,no,yes,no,63,1
50,admin.,high.school,no,no,yes,49,1
52,blue-collar,basic.4y,no,yes,no,234,2
36,blue-collar,basic.6y,no,yes,no,800,6
40,management,high.school,no,no,no,253,1
39,blue-collar,basic.6y,no,no,no,206,2
50,blue-collar,basic.4y,no,no,no,150,5
35,blue-collar,high.school,no,no,no,180,2
34,admin.,university.degree,no,no,no,182,1
32,admin.,university.degree,no,no,no,46,4
48,blue-collar,basic.9y,no,yes,yes,64,4
46,technician,university.degree,unknown,no,yes,993,6
36,services,high.school,unknown,no,no,291,2
82,retired,basic.4y,no,no,no,529,1
37,services,high.school,no,no,no,96,5
35,admin.,high.school,no,no,no,133,1
28,admin.,high.school,no,yes,no,83,2
45,admin.,university.degree,no,no,no,9,7
55,admin.,university.degree,unknown,no,yes,143,1
28,admin.,university.degree,no,yes,no,210,1
45,blue-collar,basic.9y,no,yes,no,54,2
48,admin.,university.degree,no,yes,no,294,4
35,technician,professional.course,no,yes,yes,259,1
77,retired,basic.4y,no,unknown,unknown,218,2
42,admin.,professional.course,no,yes,no,90,1
30,services,high.school,no,no,no,366,2
30,admin.,university.degree,no,no,yes,234,2
35,management,university.degree,no,yes,no,130,3
35,admin.,university.degree,no,yes,no,417,1
43,admin.,university.degree,no,yes,no,531,3
33,technician,professional.course,no,no,no,922,7
30,technician,university.degree,no,no,no,293,4
41,admin.,high.school,no,yes,no,181,1
34,technician,professional.course,no,yes,no,389,7
34,management,high.school,no,no,no,292,3
57,admin.,unknown,no,yes,no,391,2
48,admin.,high.school,no,no,no,233,2
48,blue-collar,basic.4y,no,no,yes,170,1
32,admin.,university.degree,no,yes,no,18,8
49,technician,professional.course,no,yes,no,253,3
32,blue-collar,basic.6y,no,yes,no,165,3
39,technician,professional.course,no,no,no,206,1
35,blue-collar,basic.4y,no,no,no,169,2
33,housemaid,professional.course,no,yes,no,321,1
25,blue-collar,basic.4y,no,yes,no,247,1
37,housemaid,university.degree,no,no,no,453,1
46,blue-collar,basic.4y,no,yes,no,107,3
36,technician,professional.course,unknown,yes,no,180,2
36,admin.,unknown,unknown,yes,no,235,3
39,housemaid,basic.9y,no,yes,no,935,3
26,technician,high.school,no,yes,no,538,1
43,technician,professional.course,unknown,no,no,87,5
48,unknown,unknown,unknown,yes,no,198,4
52,management,university.degree,no,no,no,20,1
42,admin.,university.degree,no,yes,yes,122,1
39,technician,professional.course,no,yes,no,1134,1
34,technician,professional.course,no,unknown,unknown,35,3
47,blue-collar,basic.9y,no,yes,no,157,2
52,blue-collar,basic.4y,no,yes,no,92,1
30,blue-collar,basic.9y,no,no,no,204,1
42,admin.,high.school,no,no,no,220,1
35,blue-collar,basic.4y,unknown,yes,no,130,3
27,blue-collar,professional.course,no,yes,no,3284,1
45,blue-collar,basic.9y,no,yes,yes,61,2
26,admin.,high.school,no,yes,no,262,1
48,technician,unknown,no,no,no,189,1
23,blue-collar,basic.9y,no,yes,no,672,1
32,technician,professional.course,no,yes,no,106,1
44,admin.,high.school,no,no,no,214,1
36,technician,professional.course,no,yes,no,225,2
31,student,university.degree,no,no,no,608,3
42,self-employed,university.degree,no,no,no,1206,4
33,services,high.school,no,yes,no,82,2
34,blue-collar,basic.9y,no,no,no,52,3
36,self-employed,university.degree,no,yes,no,134,7
21,admin.,high.school,no,yes,no,111,1
25,admin.,high.school,no,yes,no,62,11
30,admin.,basic.9y,no,no,no,106,2
40,technician,professional.course,unknown,no,no,96,1
36,admin.,university.degree,unknown,no,no,135,2
45,services,professional.course,no,yes,no,125,4
41,management,basic.6y,unknown,yes,no,264,4
34,unknown,basic.4y,no,no,no,73,1
31,admin.,high.school,no,no,no,170,2
50,management,university.degree,no,yes,no,143,4
31,technician,professional.course,no,yes,yes,282,1
46,management,basic.6y,no,no,no,116,1
26,admin.,university.degree,no,yes,no,115,2
35,blue-collar,basic.9y,no,unknown,unknown,34,1
52,admin.,university.degree,no,yes,no,556,2
68,retired,high.school,no,no,no,1248,2
39,technician,university.degree,no,yes,no,57,1
60,retired,professional.course,unknown,no,no,280,5
41,blue-collar,basic.4y,no,yes,no,187,8
55,admin.,high.school,no,yes,no,178,1
48,technician,unknown,no,yes,no,1096,2
33,blue-collar,university.degree,unknown,no,no,275,1
31,blue-collar,basic.6y,no,no,no,103,2
33,blue-collar,high.school,no,yes,no,183,4
50,housemaid,basic.6y,no,no,no,349,3
50,blue-collar,basic.9y,no,yes,no,117,1
50,services,high.school,no,yes,no,248,1
42,blue-collar,basic.4y,no,yes,no,227,6
34,self-employed,university.degree,no,yes,no,905,1
32,services,high.school,no,yes,no,76,1
33,admin.,university.degree,no,yes,yes,304,2
42,blue-collar,basic.4y,no,no,no,139,1
45,technician,university.degree,no,yes,yes,845,1
28,technician,university.degree,no,yes,no,201,1
59,retired,professional.course,unknown,yes,no,435,4
35,blue-collar,basic.6y,no,yes,no,198,3
50,blue-collar,basic.4y,no,no,no,474,1
35,admin.,high.school,no,yes,no,992,2
58,retired,high.school,no,yes,no,232,1
37,blue-collar,basic.4y,no,yes,no,59,4
30,blue-collar,basic.9y,no,yes,no,198,1
23,services,high.school,no,no,no,85,5
35,admin.,high.school,unknown,unknown,unknown,35,1
45,services,high.school,no,yes,yes,141,3
35,blue-collar,basic.4y,no,yes,no,155,1
29,technician,professional.course,no,no,no,86,2
34,admin.,university.degree,no,yes,no,118,3
28,technician,university.degree,no,yes,no,175,5
48,admin.,university.degree,no,no,no,355,5
32,blue-collar,basic.9y,no,yes,yes,482,2
50,admin.,university.degree,no,yes,no,23,9
33,admin.,high.school,no,yes,no,172,2
44,admin.,university.degree,no,yes,no,158,7
51,admin.,university.degree,no,yes,yes,175,3
33,admin.,high.school,no,yes,no,111,3
58,retired,university.degree,unknown,yes,yes,269,1
32,management,university.degree,no,no,no,333,1
27,blue-collar,basic.4y,no,yes,no,259,1
33,blue-collar,basic.9y,no,no,no,199,1
55,admin.,high.school,no,no,no,163,2
31,technician,high.school,no,yes,yes,79,3
37,blue-collar,high.school,no,yes,yes,131,2
38,admin.,professional.course,no,no,no,182,3
36,services,basic.6y,unknown,yes,yes,501,2
30,self-employed,professional.course,no,no,no,34,2
38,technician,professional.course,no,no,yes,80,4
28,blue-collar,high.school,no,no,no,216,1
54,admin.,high.school,no,no,no,66,2
32,technician,university.degree,no,yes,no,186,2
24,blue-collar,high.school,no,yes,no,51,2
33,technician,basic.9y,no,yes,no,215,1
27,technician,professional.course,no,no,no,93,7
55,technician,university.degree,unknown,yes,no,150,2
32,admin.,high.school,no,no,no,185,4
33,services,professional.course,no,yes,no,44,1
30,unknown,university.degree,no,yes,no,171,1
50,admin.,university.degree,no,no,yes,20,4
53,admin.,university.degree,unknown,no,no,287,1
48,technician,university.degree,no,yes,yes,193,4
26,technician,professional.course,no,yes,no,102,1
34,services,high.school,no,unknown,unknown,455,13
48,technician,university.degree,no,no,no,373,4
37,self-employed,university.degree,no,yes,no,56,2
27,admin.,basic.9y,no,yes,yes,167,4
45,self-employed,professional.course,no,no,yes,128,1
41,admin.,high.school,no,no,yes,96,2
30,entrepreneur,high.school,no,no,no,706,1
38,admin.,high.school,no,yes,no,82,1
32,admin.,university.degree,no,no,no,130,3
50,self-employed,university.degree,unknown,yes,no,433,4
29,technician,university.degree,no,yes,no,153,1
33,admin.,university.degree,no,no,no,184,1
36,blue-collar,basic.9y,no,unknown,unknown,95,1
33,unemployed,university.degree,no,no,yes,16,13
61,admin.,university.degree,no,yes,yes,261,4
49,blue-collar,basic.9y,no,no,yes,156,2
47,blue-collar,basic.4y,unknown,yes,no,173,1
28,admin.,high.school,no,no,no,144,2
47,admin.,unknown,unknown,no,no,127,1
50,blue-collar,basic.4y,no,yes,no,186,2
53,admin.,university.degree,no,yes,yes,431,1
32,blue-collar,basic.9y,unknown,yes,no,1009,5
46,blue-collar,basic.4y,no,no,no,357,2
51,self-employed,university.degree,unknown,no,no,143,1
32,technician,professional.course,no,yes,no,67,10
30,admin.,high.school,no,no,no,308,3
33,unemployed,professional.course,unknown,yes,no,129,2
46,admin.,high.school,no,yes,no,98,6
40,technician,university.degree,no,no,no,52,1
33,blue-collar,basic.9y,unknown,no,yes,113,3
34,management,university.degree,no,no,no,154,3
31,technician,high.school,no,yes,no,155,2
42,admin.,university.degree,no,yes,no,46,1
30,blue-collar,basic.6y,no,no,no,338,1
37,services,high.school,no,yes,no,445,1
31,blue-collar,basic.6y,no,yes,no,1279,3
36,blue-collar,basic.9y,no,yes,no,98,2
43,management,professional.course,no,no,no,153,1
30,admin.,high.school,no,no,no,177,3
25,admin.,high.school,no,no,yes,277,1
47,blue-collar,basic.4y,unknown,yes,no,162,1
55,management,basic.4y,no,no,no,205,4
49,blue-collar,basic.6y,no,yes,no,374,5
54,blue-collar,high.school,no,no,no,53,1
24,management,university.degree,no,yes,no,91,1
38,management,university.degree,no,no,no,149,2
31,technician,university.degree,no,yes,no,426,1
45,entrepreneur,university.degree,unknown,no,no,301,1
40,services,high.school,no,no,no,161,1
53,retired,professional.course,no,unknown,unknown,82,2
38,technician,high.school,no,no,no,74,2
40,technician,university.degree,unknown,no,no,66,2
32,blue-collar,basic.9y,no,yes,yes,157,1
58,housemaid,basic.4y,no,yes,yes,511,1
38,blue-collar,unknown,no,yes,no,39,1
37,technician,university.degree,unknown,yes,no,351,1
63,management,unknown,no,yes,no,156,2
38,entrepreneur,university.degree,unknown,no,no,157,1
51,admin.,university.degree,unknown,no,no,59,2
39,blue-collar,basic.6y,unknown,yes,no,408,1
35,unemployed,basic.4y,no,yes,no,98,1
45,blue-collar,basic.6y,unknown,no,no,333,1
30,student,high.school,no,no,no,300,3
43,blue-collar,basic.9y,no,yes,yes,99,4
36,admin.,university.degree,no,no,no,18,40
39,services,high.school,no,no,no,111,1
43,services,high.school,no,no,no,390,1
29,admin.,high.school,no,no,no,446,1
31,entrepreneur,basic.6y,no,yes,no,108,3
30,unemployed,basic.9y,no,no,no,142,4
31,technician,professional.course,no,no,no,546,3
33,technician,professional.course,no,yes,no,519,2
39,services,high.school,no,no,no,81,1
30,blue-collar,basic.6y,no,no,no,131,1
49,management,university.degree,no,yes,yes,141,1
34,technician,high.school,no,yes,no,85,3
32,unemployed,high.school,no,no,no,153,3
26,blue-collar,basic.9y,unknown,no,no,250,2
27,self-employed,university.degree,no,no,no,281,1
34,technician,professional.course,no,no,no,185,1
36,admin.,university.degree,no,yes,no,96,4
32,admin.,university.degree,no,yes,no,164,1
32,management,professional.course,no,no,no,194,3
28,admin.,university.degree,no,no,no,116,1
38,technician,professional.course,no,yes,no,848,1
48,admin.,high.school,no,yes,no,265,1
32,admin.,university.degree,no,no,no,112,1
41,entrepreneur,university.degree,no,yes,no,854,1
57,retired,unknown,unknown,no,no,153,6
41,admin.,university.degree,no,no,no,115,2
35,admin.,high.school,no,yes,no,259,9
42,admin.,university.degree,no,no,no,104,1
42,admin.,high.school,no,no,no,406,5
50,self-employed,basic.9y,no,yes,no,219,7
36,unemployed,high.school,no,yes,no,225,1
53,technician,professional.course,no,yes,no,322,1
44,technician,professional.course,unknown,yes,no,371,2
48,blue-collar,basic.6y,unknown,no,no,174,3
32,blue-collar,basic.6y,no,no,no,147,2
57,admin.,university.degree,no,no,yes,231,3
52,blue-collar,basic.6y,unknown,yes,no,108,2
41,admin.,university.degree,no,yes,no,12,10
53,admin.,basic.6y,no,yes,no,63,1
35,blue-collar,basic.6y,unknown,yes,no,153,1
36,services,high.school,no,yes,no,229,2
28,blue-collar,basic.4y,no,yes,no,98,2
41,technician,university.degree,unknown,yes,yes,139,1
36,services,high.school,no,no,no,102,6
59,unemployed,basic.4y,no,yes,no,614,1
35,blue-collar,basic.6y,no,yes,no,265,1
52,entrepreneur,unknown,no,yes,no,149,1
44,admin.,university.degree,unknown,no,no,165,6
30,unemployed,basic.9y,no,no,no,294,10
40,management,university.degree,no,yes,no,955,1
58,retired,basic.6y,unknown,no,no,268,3
35,admin.,university.degree,no,no,no,123,4
51,technician,professional.course,no,no,no,72,1
41,housemaid,basic.6y,unknown,no,no,126,1
37,technician,professional.course,no,no,no,197,1
45,management,university.degree,no,yes,no,334,4
37,blue-collar,basic.6y,unknown,unknown,unknown,82,2
38,blue-collar,basic.6y,unknown,no,no,922,2
40,blue-collar,high.school,no,yes,no,139,2
28,student,university.degree,unknown,yes,no,101,2
32,services,high.school,no,no,no,1090,1
29,services,high.school,no,no,yes,251,11
40,blue-collar,high.school,no,no,yes,150,1
64,unemployed,basic.4y,no,yes,no,427,1
35,admin.,high.school,no,yes,no,541,2
31,admin.,university.degree,no,yes,no,43,1
37,technician,professional.course,no,no,no,157,3
33,management,university.degree,no,no,yes,71,11
39,self-employed,professional.course,no,no,yes,389,1
44,services,high.school,no,yes,yes,395,2
33,blue-collar,high.school,no,yes,no,163,1
58,blue-collar,basic.4y,no,yes,no,281,1
32,admin.,university.degree,no,no,no,588,3
33,blue-collar,basic.4y,no,yes,no,232,2
32,blue-collar,high.school,no,no,no,956,3
54,unknown,basic.9y,no,yes,no,174,2
50,blue-collar,basic.4y,no,yes,no,46,1
36,entrepreneur,high.school,no,no,yes,41,1
54,blue-collar,high.school,no,yes,yes,26,7
52,technician,high.school,no,no,yes,191,2
31,blue-collar,basic.9y,no,no,yes,37,3
38,student,university.degree,no,yes,no,763,6
36,technician,professional.course,no,yes,no,216,1
58,retired,basic.4y,no,no,no,1014,1
25,technician,university.degree,no,yes,no,127,1
70,retired,high.school,no,yes,no,144,1
25,technician,university.degree,no,no,no,92,6
34,technician,high.school,no,no,no,64,1
35,management,university.degree,no,no,no,102,2
39,admin.,university.degree,no,no,no,97,3
31,student,high.school,no,no,no,149,1
33,admin.,university.degree,no,no,no,406,2
58,housemaid,basic.4y,no,yes,no,144,1
37,admin.,university.degree,no,no,yes,312,5
37,admin.,university.degree,no,yes,no,286,2
56,unemployed,basic.9y,unknown,no,yes,43,2
32,blue-collar,basic.9y,no,no,no,1091,2
52,admin.,professional.course,no,yes,yes,287,2
34,admin.,university.degree,no,no,no,299,3
31,technician,professional.course,no,no,no,298,1
34,management,high.school,no,no,no,264,1
